Section,Path,Left,Right,Summary
Definitions,RequestHeaderWithoutTokenAS,"description: ""Klasa zawieraj\u0105ca informacje o PSU na potrzeby us\u0142ug autoryzacji\
  \ / PSU Information Class dedicated for authorization services""
allOf:
- $ref: '#/definitions/RequestHeaderWithoutToken'
- type: object
  properties:
    isCompanyContext:
      type: boolean
      description: ""(true / false) Znacznik oznaczaj\u0105cy czy \u017C\u0105danie\
        \ jest wysy\u0142ane w kontek\u015Bcie PSU korporacyjnego""
    psuIdentifierType:
      type: string
      description: ""Typ identyfikatora PSU, s\u0142u\u017Cy do wskazania przez TPP\
        \ na podstawie jakiej informacji zostanie zidentyfikowany PSU, kt\xF3ry b\u0119\
        dzie podlega\u0142 uwierzytelnieniu. Warto\u015B\u0107 s\u0142ownikowa. /\
        \ PSU identifier type, used by TPP to indicate type of information based on\
        \ which the PSU is to be authenticated. Dictionary value.""
    psuIdentifierValue:
      type: string
      description: ""Warto\u015B\u0107 identyfikatora PSU. Wymagany warunkowo - w przypadku\
        \ gdy zosta\u0142a przekazana niepusta warto\u015B\u0107 typu identyfikatora\
        \ PSU. / The value of the PSU's identifier. Required conditionally - in case\
        \ non empty value of PSU identifier type was passed.""
    psuContextIdentifierType:
      type: string
      description: ""Typ identyfikatora kontekstu w jakim wyst\u0119puje PSU. Warto\u015B\
        \u0107 s\u0142ownikowa. Wymagany warunkowo - w przypadku wysy\u0142ania \u017C\
        \u0105dania dla takiego PSU, kt\xF3ry mo\u017Ce wyst\u0119powa\u0107 w wi\u0119\
        cej ni\u017C jednym kontek\u015Bcie w wybranym ASPSP. / Identifier of context\
        \ that is used by PSU. Dictionary value. Required conditionally - in case\
        \ context of the request is used and PSU may use more then one context for\
        \ the ASPSP.""
    psuContextIdentifierValue:
      type: string
      description: ""Warto\u015B\u0107 identyfikatora kontekstu w jakim wyst\u0119\
        puje PSU. Wymagany warunkowo - w przypadku wysy\u0142ania \u017C\u0105dania\
        \ dla takiego PSU, kt\xF3ry mo\u017Ce wyst\u0119powa\u0107 w wi\u0119cej ni\u017C\
        \ jednym kontek\u015Bcie w wybranym ASPSP. / The value of context that is\
        \ used by PSU. Required conditionally - in case context of the request is\
        \ used and PSU may use more then one context for the ASPSP.""
",,"Removed:
- description: Klasa zawierająca informacje o PSU na potrzeby usług autoryzacji / PSU Information Class dedicated for authorization services
- allOf: - $ref: '#/definitions/RequestHeaderWithoutToken'
- type: object
  properties:
    isCompanyContext:
      type: boolean
      description: ""(true / false) Znacznik oznaczaj\u0105cy czy \u017C\u0105danie\
        \ jest wysy\u0142ane w kontek\u015Bcie PSU korporacyjnego""
    psuIdentifierType:
      type: string
      description: ""Typ identyfikatora PSU, s\u0142u\u017Cy do wskazania przez TPP\
        \ na podstawie jakiej informacji zostanie zidentyfikowany PSU, kt\xF3ry b\u0119\
        dzie podlega\u0142 uwierzytelnieniu. Warto\u015B\u0107 s\u0142ownikowa. /\
        \ PSU identifier type, used by TPP to indicate type of information based on\
        \ which the PSU is to be authenticated. Dictionary value.""
    psuIdentifierValue:
      type: string
      description: ""Warto\u015B\u0107 identyfikatora PSU. Wymagany warunkowo - w przypadku\
        \ gdy zosta\u0142a przekazana niepusta warto\u015B\u0107 typu identyfikatora\
        \ PSU. / The value of the PSU's identifier. Required conditionally - in case\
        \ non empty value of PSU identifier type was passed.""
    psuContextIdentifierType:
      type: string
      description: ""Typ identyfikatora kontekstu w jakim wyst\u0119puje PSU. Warto\u015B\
        \u0107 s\u0142ownikowa. Wymagany warunkowo - w przypadku wysy\u0142ania \u017C\
        \u0105dania dla takiego PSU, kt\xF3ry mo\u017Ce wyst\u0119powa\u0107 w wi\u0119\
        cej ni\u017C jednym kontek\u015Bcie w wybranym ASPSP. / Identifier of context\
        \ that is used by PSU. Dictionary value. Required conditionally - in case\
        \ context of the request is used and PSU may use more then one context for\
        \ the ASPSP.""
    psuContextIdentifierValue:
      type: string
      description: ""Warto\u015B\u0107 identyfikatora kontekstu w jakim wyst\u0119\
        puje PSU. Wymagany warunkowo - w przypadku wysy\u0142ania \u017C\u0105dania\
        \ dla takiego PSU, kt\xF3ry mo\u017Ce wyst\u0119powa\u0107 w wi\u0119cej ni\u017C\
        \ jednym kontek\u015Bcie w wybranym ASPSP. / The value of context that is\
        \ used by PSU. Required conditionally - in case context of the request is\
        \ used and PSU may use more then one context for the ASPSP."""
Definitions,RequestHeaderWithoutTokenCallbackAS,"description: ""Klasa zawieraj\u0105ca informacje o PSU and callback URL / PSU and callback\
  \ URL Information Class""
allOf:
- $ref: '#/definitions/RequestHeaderWithoutTokenAS'
- type: object
  required:
  - callbackURL, apiKey
  properties:
    callbackURL:
      type: string
      description: adres funkcji zwrotnej / callback URL
    apiKey:
      type: string
      description: ""API key dla wywo\u0142ania funkcji zwrotnej / callback API key""
",,"Removed:
- description: Klasa zawierająca informacje o PSU and callback URL / PSU and callback URL Information Class
- allOf: - $ref: '#/definitions/RequestHeaderWithoutTokenAS'
- type: object
  required:
  - callbackURL, apiKey
  properties:
    callbackURL:
      type: string
      description: adres funkcji zwrotnej / callback URL
    apiKey:
      type: string
      description: ""API key dla wywo\u0142ania funkcji zwrotnej / callback API key"""
Definitions,RequestHeaderCallback.description,"""Klasa zawieraj\u0105ca informacje o PSU and callback URL / PSU and callback URL Information\
  \ Class""
",,"Removed:
- Klasa zawierająca informacje o PSU and callback URL / PSU and callback URL Information Class"
Definitions,RequestHeaderCallback.allOf,"- $ref: '#/definitions/RequestHeaderWithoutToken'
- type: object
  required:
  - token
  properties:
    token:
      type: string
      description: Token autoryzacyjny / Authorization token
    callbackURL:
      type: string
      description: adres funkcji zwrotnej / callback URL
    apiKey:
      type: string
      description: ""API key dla wywo\u0142ania funkcji zwrotnej / callback API key""
","- $ref: '#/definitions/RequestHeaderWithoutToken'
- properties:
    token:
      description: Token autoryzacyjny / Authorization token
      maxLength: 256
      type: string
    callbackURL:
      description: adres funkcji zwrotnej / callback URL
      maxLength: 255
      type: string
    apiKey:
      description: ""API key dla wywo\u0142ania funkcji zwrotnej / callback API key""
      maxLength: 255
      type: string
  required:
  - token
  type: object
","Added:

- properties: token:
  description: Token autoryzacyjny / Authorization token
  maxLength: 256
  type: string
callbackURL:
  description: adres funkcji zwrotnej / callback URL
  maxLength: 255
  type: string
apiKey:
  description: ""API key dla wywo\u0142ania funkcji zwrotnej / callback API key""
  maxLength: 255
  type: string
- required: - token
- type: object
Removed:

- type: object
- required: - token
- properties: token:
  type: string
  description: Token autoryzacyjny / Authorization token
callbackURL:
  type: string
  description: adres funkcji zwrotnej / callback URL
apiKey:
  type: string
  description: ""API key dla wywo\u0142ania funkcji zwrotnej / callback API key"""
Definitions,RequestHeader.description,"""Klasa zawieraj\u0105ca informacje o PSU / PSU Information Class""
",,"Removed:
- Klasa zawierająca informacje o PSU / PSU Information Class"
Definitions,RequestHeader.allOf,"- $ref: '#/definitions/RequestHeaderWithoutToken'
- type: object
  required:
  - token
  properties:
    token:
      type: string
      description: Token autoryzacyjny / Authorization token
","- $ref: '#/definitions/RequestHeaderWithoutToken'
- properties:
    token:
      description: Token autoryzacyjny / Authorization token
      maxLength: 256
      type: string
  required:
  - token
  type: object
","Added:

- properties: token:
  description: Token autoryzacyjny / Authorization token
  maxLength: 256
  type: string
- required: - token
- type: object
Removed:

- type: object
- required: - token
- properties: token:
  type: string
  description: Token autoryzacyjny / Authorization token"
Definitions,RequestHeaderAIS,"description: ""Klasa zawieraj\u0105ca informacje o PSU / PSU Information Class""
allOf:
- $ref: '#/definitions/RequestHeaderWithoutToken'
- type: object
  required:
  - token
  properties:
    token:
      type: string
      description: Token autoryzacyjny / Authorization token
    isDirectPsu:
      type: boolean
      description: ""(true/false) Znacznik informuj\u0105cy czy request jest przes\u0142\
        any bezpo\u015Brednio przez PSU. Domy\u015Blna warto\u015B\u0107 to false.\
        \ / Is request sent by PSU directly. false is default value.""
",,"Removed:
- description: Klasa zawierająca informacje o PSU / PSU Information Class
- allOf: - $ref: '#/definitions/RequestHeaderWithoutToken'
- type: object
  required:
  - token
  properties:
    token:
      type: string
      description: Token autoryzacyjny / Authorization token
    isDirectPsu:
      type: boolean
      description: ""(true/false) Znacznik informuj\u0105cy czy request jest przes\u0142\
        any bezpo\u015Brednio przez PSU. Domy\u015Blna warto\u015B\u0107 to false.\
        \ / Is request sent by PSU directly. false is default value."""
Definitions,RequestHeaderAISCallback,"description: ""Klasa zawieraj\u0105ca informacje o PSU and callback URL / PSU and callback\
  \ URL Information Class""
allOf:
- $ref: '#/definitions/RequestHeaderWithoutToken'
- type: object
  required:
  - token
  properties:
    token:
      type: string
      description: Token autoryzacyjny / Authorization token
    isDirectPsu:
      type: boolean
      description: ""(true/false) Znacznik informuj\u0105cy czy request jest przes\u0142\
        any bezpo\u015Brednio przez PSU. Domy\u015Blna warto\u015B\u0107 to false.\
        \ / Is request sent by PSU directly. false is default value.""
    callbackURL:
      type: string
      description: adres funkcji zwrotnej / callback URL
    apiKey:
      type: string
      description: ""API key dla wywo\u0142ania funkcji zwrotnej / callback API key""
",,"Removed:
- description: Klasa zawierająca informacje o PSU and callback URL / PSU and callback URL Information Class
- allOf: - $ref: '#/definitions/RequestHeaderWithoutToken'
- type: object
  required:
  - token
  properties:
    token:
      type: string
      description: Token autoryzacyjny / Authorization token
    isDirectPsu:
      type: boolean
      description: ""(true/false) Znacznik informuj\u0105cy czy request jest przes\u0142\
        any bezpo\u015Brednio przez PSU. Domy\u015Blna warto\u015B\u0107 to false.\
        \ / Is request sent by PSU directly. false is default value.""
    callbackURL:
      type: string
      description: adres funkcji zwrotnej / callback URL
    apiKey:
      type: string
      description: ""API key dla wywo\u0142ania funkcji zwrotnej / callback API key"""
Definitions,ResponseHeader.properties.requestId.format,"uuid
...
",,"Removed:
- uuid"
Definitions,ResponseHeader.type,,"object
...
","Added:
- object"
Definitions,SenderPISForeign.type,,"object
...
","Added:
- object"
Definitions,SenderPISDomestic.type,,"object
...
","Added:
- object"
Definitions,Bank.type,,"object
...
","Added:
- object"
Definitions,BankAccountInfo,"description: ""Klasa zawieraj\u0105ca dane banku / Bank Data Class""
properties:
  bicOrSwift:
    type: string
    maxLength: 8
    description: Numer BIC/SWIFT Banku / BIC/SWIFT number
  name:
    type: string
    maxLength: 70
    description: Nazwa Banku / Bank's name
  address:
    $ref: '#/definitions/Address'
",,"Removed:
- description: Klasa zawierająca dane banku / Bank Data Class
- properties: bicOrSwift:
  type: string
  maxLength: 8
  description: Numer BIC/SWIFT Banku / BIC/SWIFT number
name:
  type: string
  maxLength: 70
  description: Nazwa Banku / Bank's name
address:
  $ref: '#/definitions/Address'"
Definitions,RecurringTransferParameters.properties.dayOffOffsetType.enum,"- before
- after
","- after
","Removed:

- before"
Definitions,TransferDataBase,"description: Bazowa klasa dla TransferData / TransferData Base Class
type: object
properties:
  description:
    type: string
    maxLength: 140
    description: ""Pole opisuj\u0105ce przelew / Description""
  amount:
    type: string
    pattern: ^(0|([1-9][0-9]{0,}))\.\d{2}$
    description: Kwota przelewu / Amount
  executionDate:
    type: string
    format: date
    maxLength: 10
    description: ""Data wykonania przelewu. Wymagany pod warunkiem przekazania warto\u015B\
      ci FutureDated w atrybucie executionMode. Format: YYYY-MM-DD / Date when the\
      \ transfer is to be executed (YYYY-MM-DD). Required conditionally if executionMode\
      \ attribute has value FutureDated.""
",,"Removed:
- description: Bazowa klasa dla TransferData / TransferData Base Class
- type: object
- properties: description:
  type: string
  maxLength: 140
  description: ""Pole opisuj\u0105ce przelew / Description""
amount:
  type: string
  pattern: ^(0|([1-9][0-9]{0,}))\.\d{2}$
  description: Kwota przelewu / Amount
executionDate:
  type: string
  format: date
  maxLength: 10
  description: ""Data wykonania przelewu. Wymagany pod warunkiem przekazania warto\u015B\
    ci FutureDated w atrybucie executionMode. Format: YYYY-MM-DD / Date when the transfer\
    \ is to be executed (YYYY-MM-DD). Required conditionally if executionMode attribute\
    \ has value FutureDated."""
Definitions,TransferDataBaseTax.properties.amount.maxLength,,"35
...
","Added:
- 35"
Definitions,TransferDataBaseTax.properties.executionDate.maxLength,"10
...
",,"Removed:
- 10"
Definitions,TransferData.description,"""Klasa zawieraj\u0105ca dane przelewu / Transfer Data Class""
","Bazowa klasa dla TransferData / TransferData Base Class
...
","Added:
- Bazowa klasa dla TransferData / TransferData Base Class"
Definitions,TransferData.allOf,"- $ref: '#/definitions/TransferDataBase'
- type: object
  required:
  - description
  - amount
  properties:
    currency:
      type: string
      maxLength: 3
      description: Waluta / Currency
",,"Removed:
- - $ref: '#/definitions/TransferDataBase'
- type: object
  required:
  - description
  - amount
  properties:
    currency:
      type: string
      maxLength: 3
      description: Waluta / Currency"
Definitions,TransferData.properties,,"description:
  maxLength: 140
  description: ""Pole opisuj\u0105ce przelew / Description""
  type: string
amount:
  pattern: ^(0|([1-9][0-9]{0,}))\.\d{2}$
  description: Kwota przelewu / Amount
  type: string
executionDate:
  description: ""Data wykonania przelewu. Wymagany pod warunkiem przekazania warto\u015B\
    ci FutureDated w atrybucie executionMode. Format: YYYY-MM-DD / Date when the transfer\
    \ is to be executed (YYYY-MM-DD). Required conditionally if executionMode attribute\
    \ has value FutureDated.""
  type: string
  format: date
  maxLength: 10
currency:
  maxLength: 3
  description: Waluta / Currency
  type: string
","Added:
- description: maxLength: 140
description: ""Pole opisuj\u0105ce przelew / Description""
type: string
- amount: pattern: ^(0|([1-9][0-9]{0,}))\.\d{2}$
description: Kwota przelewu / Amount
type: string
- executionDate: description: ""Data wykonania przelewu. Wymagany pod warunkiem przekazania warto\u015B\
  ci FutureDated w atrybucie executionMode. Format: YYYY-MM-DD / Date when the transfer\
  \ is to be executed (YYYY-MM-DD). Required conditionally if executionMode attribute\
  \ has value FutureDated.""
type: string
format: date
maxLength: 10
- currency: maxLength: 3
description: Waluta / Currency
type: string"
Definitions,TransferData.required,,"- amount
- description
","Added:
- - amount
- description"
Definitions,TransferData.type,,"object
...
","Added:
- object"
